data,year,Month,day,week,value
nitrogen_dioxide,2020,1,14,3,0.017
nitrogen_dioxide,2020,1,15,3,0.023
nitrogen_dioxide,2020,1,16,3,0.021
nitrogen_dioxide,2020,1,17,3,0.023
nitrogen_dioxide,2020,1,18,3,0.021
nitrogen_dioxide,2020,1,19,4,0.022
nitrogen_dioxide,2020,1,20,4,0.021
nitrogen_dioxide,2020,1,21,4,0.025
nitrogen_dioxide,2020,1,22,4,0.027
nitrogen_dioxide,2020,1,23,4,0.018
nitrogen_dioxide,2020,1,24,4,0.014
nitrogen_dioxide,2020,1,25,4,0.012
nitrogen_dioxide,2020,1,26,5,0.012
nitrogen_dioxide,2020,1,27,5,0.007
nitrogen_dioxide,2020,1,28,5,0.013
nitrogen_dioxide,2020,1,29,5,0.018
nitrogen_dioxide,2020,1,30,5,0.018
nitrogen_dioxide,2020,1,31,5,0.019
carbon_dioxide,2020,1,1,1,0.2
carbon_dioxide,2020,1,2,1,0.4
carbon_dioxide,2020,1,3,1,0.6
carbon_dioxide,2020,1,4,1,0.6
carbon_dioxide,2020,1,5,2,0.4
carbon_dioxide,2020,1,6,2,0.3
carbon_dioxide,2020,1,7,2,0.5
carbon_dioxide,2020,1,8,2,0.4
carbon_dioxide,2020,1,9,2,0.4
carbon_dioxide,2020,1,10,2,0.4
carbon_dioxide,2020,1,11,2,0.5
carbon_dioxide,2020,1,12,3,0.2
carbon_dioxide,2020,1,13,3,0.2
carbon_dioxide,2020,1,14,3,0.3
carbon_dioxide,2020,1,15,3,0.4
carbon_dioxide,2020,1,16,3,0.3
carbon_dioxide,2020,1,17,3,0.4
carbon_dioxide,2020,1,18,3,0.4
carbon_dioxide,2020,1,19,4,0.6
carbon_dioxide,2020,1,20,4,0.6
carbon_dioxide,2020,1,21,4,0.3
carbon_dioxide,2020,1,22,4,0.6
carbon_dioxide,2020,1,23,4,0.4
carbon_dioxide,2020,1,24,4,0.6
carbon_dioxide,2020,1,25,4,0.5
carbon_dioxide,2020,1,26,5,0.4
carbon_dioxide,2020,1,27,5,0.3
carbon_dioxide,2020,1,28,5,0.3
carbon_dioxide,2020,1,29,5,0.3
carbon_dioxide,2020,1,30,5,0.4
carbon_dioxide,2020,1,31,5,0.4
sulfur_dioxide,2020,1,1,1,0.002
sulfur_dioxide,2020,1,2,1,0.002
sulfur_dioxide,2020,1,3,1,0.003
sulfur_dioxide,2020,1,4,1,0.002
sulfur_dioxide,2020,1,5,2,0.002
sulfur_dioxide,2020,1,6,2,0.002
sulfur_dioxide,2020,1,7,2,0.003
sulfur_dioxide,2020,1,8,2,0.002
sulfur_dioxide,2020,1,9,2,0.002
sulfur_dioxide,2020,1,10,2,0.003
sulfur_dioxide,2020,1,11,2,0.003
sulfur_dioxide,2020,1,12,3,0.002
sulfur_dioxide,2020,1,13,3,0.002
sulfur_dioxide,2020,1,14,3,0.002
sulfur_dioxide,2020,1,15,3,0.002
sulfur_dioxide,2020,1,16,3,0.003
sulfur_dioxide,2020,1,17,3,0.003
sulfur_dioxide,2020,1,18,3,0.003
sulfur_dioxide,2020,1,19,4,0.002
sulfur_dioxide,2020,1,20,4,0.002
sulfur_dioxide,2020,1,21,4,0.003
sulfur_dioxide,2020,1,22,4,0.003
sulfur_dioxide,2020,1,23,4,0.002
sulfur_dioxide,2020,1,24,4,0.003
sulfur_dioxide,2020,1,25,4,0.002
sulfur_dioxide,2020,1,26,5,0.002
sulfur_dioxide,2020,1,27,5,0.001
sulfur_dioxide,2020,1,28,5,0.002
sulfur_dioxide,2020,1,29,5,0.002
sulfur_dioxide,2020,1,30,5,0.002
sulfur_dioxide,2020,1,31,5,0.002
